경찰서 명,년월일,신고수 ,평균기온,최저기온,최저기온시각,최고기온,최고기온시각 ,일강수량,최대순간풍속,최대순간풍속시각,평균풍속,최대순산풍속방향
서울동작경찰서,2021-02-10,193,3.4,-2.1,326,8.7,1424,0,5.6,1411.5,1.1,256.1
서울마포경찰서,2021-02-10,263,3.7,0.1,226,8.4,1357,0,6.4,1457,1.9,250.3
서울서대문경찰서,2021-02-10,232,3.3,-1.2,20,7.5,1503,0,5.9,1826,1.4,178.9
서울서부경찰서,2021-02-10,136,1.7,-4.8,321,7,1502,0,4.8,1543,0.6,295.3
서울서초경찰서,2021-02-10,268,3.6,-2.2,307,8.1,1654,0,5,1623,1.3,230.6
서울성동경찰서,2021-02-10,173,4.5,0.8,329,7.9,1558,0,7,1610,1.6,227.8
서울성북경찰서,2021-02-10,124,2.2,-2.5,315,5.7,1554,0,8,1730,1.3,258.8
서울송파경찰서,2021-02-10,406,4.4,0,507,8.6,1603,0,4.9,1431,1.4,210.9
서울수서경찰서,2021-02-10,261,3.6,-2.1,327,8.5,1525,0,5.5,1554,1,253.1
서울영등포경찰서,2021-02-10,352,4.4,0.7,198.5,8.1,1426,0,5.7,1420,1.2,151.9
서울용산경찰서,2021-02-10,196,3.6,-1.5,320,7.5,1444,0,7.1,1352,1.7,230.6
서울은평경찰서,2021-02-10,157,4,-0.4,637,7.9,1514,0,6.5,1531,1.4,230.6
서울은평경찰서,2021-02-10,157,1.7,-4.8,321,7,1502,0,4.8,1543,0.6,295.3
서울은평경찰서,2021-02-10,157,3.2,-1.5,380,7.4,1446,0,6.7,1770.5,1.9,209.6
서울종암경찰서,2021-02-10,94,2.2,-2.5,315,5.7,1554,0,8,1730,1.3,258.8
서울중랑경찰서,2021-02-10,351,3.8,-0.4,359,7.7,1535,0,5.9,1638,1.4,247.5
서울중부경찰서,2021-02-10,148,2.3,-1.3,122,6.5,1427,0,5.9,2012,1.2,272.2
서울강남경찰서,2021-02-11,225,4.8,-0.8,725,11.4,1556,0,3.6,1218,0.6,357.2
서울강동경찰서,2021-02-11,225,4.9,-0.3,801,10.3,1625,0,4.7,1245,0.9,87.2
서울강북경찰서,2021-02-11,178,5.5,1.3,656,10.5,1531,0,4.7,56,0.9,289.7
서울강서경찰서,2021-02-11,315,4.5,0.5,447,10.3,1512,0,3.4,1241,0.8,177.2
서울광진경찰서,2021-02-11,187,5.4,0.9,747,10.7,1524,0,3.4,1336,0.8,90
서울구로경찰서,2021-02-11,188,5.6,1.6,556,11.2,1558,0,5.8,1326,1.1,64.7
서울금천경찰서,2021-02-11,163,6.2,2.2,609,10.6,1540,0,4.7,1408,1,340.3
서울노원경찰서,2021-02-11,262,1.9,-3.8,713,10.7,1542,0,4.4,1134,0.8,75.9
서울도봉경찰서,2021-02-11,124,3.8,-1.5,712,12.1,1539,0,3.9,1318,0.6,180
서울동작경찰서,2021-02-11,137,5.1,0.7,584,11.3,1571.5,0,5.3,1175,0.8,35.2
서울마포경찰서,2021-02-11,200,5.7,2.7,538,10.6,1317,0,4.8,1222,1.3,75.9
서울서대문경찰서,2021-02-11,156,4.8,0.7,425,10,1527,0,5.8,1312,0.8,131.7
서울서부경찰서,2021-02-11,99,2.3,-2.8,605,10.5,1541,0,3.2,1145,0.5,357.2
서울서초경찰서,2021-02-11,161,5,-0.7,747,11.4,1641,0,3.2,1427,0.9,137.8
서울성동경찰서,2021-02-11,150,6.5,2.6,749,11,1600,0,4.7,1126,0.9,45
서울성북경찰서,2021-02-11,118,3.6,-0.6,645,8.8,1551,0,5.1,1138,0.8,56.3
서울송파경찰서,2021-02-11,348,6.5,2,732,11.2,1554,0,3.4,1241,0.9,317.8
서울수서경찰서,2021-02-11,147,4.8,-0.8,725,11.4,1556,0,3.6,1218,0.6,357.2
서울영등포경찰서,2021-02-11,285,6.2,3,686,10.8,1580.5,0,3.8,1226.5,0.9,113.9
서울용산경찰서,2021-02-11,149,5.3,0.6,610,10.5,1558,0,6.2,1137,0.9,11.3
서울은평경찰서,2021-02-11,135,5.9,1.7,737,10.8,1541,0,4.2,1138,0.9,67.5
서울은평경찰서,2021-02-11,135,2.3,-2.8,605,10.5,1541,0,3.2,1145,0.5,357.2
서울은평경찰서,2021-02-11,135,4.3,-0.3,522.5,10.8,1520.5,0,4.7,1169,1.7,36.6
서울종암경찰서,2021-02-11,89,3.6,-0.6,645,8.8,1551,0,5.1,1138,0.8,56.3
서울중랑경찰서,2021-02-11,338,6,1.7,731,10.9,1528,0,3.9,1131,1.1,59
서울중부경찰서,2021-02-11,90,4.6,1.7,721,9,1554,0,4.7,1109,1.3,74.1
서울강남경찰서,2021-02-12,174,5.7,-0.8,638,14.5,1412,0,4.3,1431,0.6,334.7
서울강동경찰서,2021-02-12,177,5.9,-0.7,724,13.6,1503,0,4.5,1536,0.9,258.8
서울강북경찰서,2021-02-12,159,6.7,0.7,731,14,1439,0,5.5,1510,1.1,315
서울강서경찰서,2021-02-12,264,4.5,-1.7,659,12.6,1549,0,3.9,1736,1,281.3
서울광진경찰서,2021-02-12,181,6.5,0.3,537,13.9,1508,0,4.6,1445,0.9,250.3
서울구로경찰서,2021-02-12,232,6.3,0.1,726,14.1,1504,0,5.5,1417,1,64.7
서울금천경찰서,2021-02-12,127,7.5,2.3,710,13.9,1339,0,4,1515,0.8,351.6
서울노원경찰서,2021-02-12,230,3.2,-4.3,647,14.1,1559,0,4,1611,0.7,326.3
서울도봉경찰서,2021-02-12,107,4.6,-2.4,715,15.7,1437,0,5.2,1534,0.7,272.8
서울동작경찰서,2021-02-12,119,6.1,-0.2,703,14.3,1568,0,3.9,1481.5,0.8,135.1
서울마포경찰서,2021-02-12,190,7.1,2.6,627,13.1,1446,0,5.2,1641,1.6,264.4
서울서대문경찰서,2021-02-12,158,6.3,0.9,612,12.8,1601,0,6.3,1407,1.1,300.5
서울서부경찰서,2021-02-12,115,2.6,-3.6,734,13.2,1607,0,3.8,1235,0.5,300.9
서울서초경찰서,2021-02-12,122,6,-0.6,628,13.2,1557,0,4.3,1521,1.1,298.1
서울성동경찰서,2021-02-12,142,7.6,2,722,13.8,1502,0,5.9,1441,1.2,230.6
서울성북경찰서,2021-02-12,77,5,-0.6,709,12.4,1420,0,6.3,1512,0.9,196.9
서울송파경찰서,2021-02-12,237,7.5,1.7,732,13.9,1629,0,4.3,1518,0.9,0
서울수서경찰서,2021-02-12,136,5.7,-0.8,638,14.5,1412,0,4.3,1431,0.6,334.7
서울영등포경찰서,2021-02-12,254,7,2.4,479.5,12.8,1607,0,3.6,1329.5,1,170.2
서울용산경찰서,2021-02-12,159,6,0.6,315,13.6,1623,0,4.4,1438,0.8,326.3
서울은평경찰서,2021-02-12,112,7,1.1,747,14,1509,0,5.4,1512,1,227.8
서울은평경찰서,2021-02-12,112,2.6,-3.6,734,13.2,1607,0,3.8,1235,0.5,300.9
서울은평경찰서,2021-02-12,112,5.5,0.3,607.5,13.6,1479.5,0,4.9,1481.5,1.5,174.4
서울종암경찰서,2021-02-12,70,5,-0.6,709,12.4,1420,0,6.3,1512,0.9,196.9
서울중랑경찰서,2021-02-12,232,7,1.1,743,13.8,1525,0,4.7,1542,1.1,225
서울중부경찰서,2021-02-12,52,7.1,2.5,805,13,1410,0,5.5,1925,2,287.1
서울강남경찰서,2021-02-13,182,6.3,-1.4,714,16.3,1529,0,4.3,1646,0.6,258.8
서울강동경찰서,2021-02-13,218,6.9,-0.6,649,15.2,1500,0,3,1119,0.8,233.4
서울강북경찰서,2021-02-13,179,7.7,0.9,736,15.3,1541,0,4.5,1613,0.9,326.3
서울강서경찰서,2021-02-13,290,5.6,-1.8,658,13.4,1347,0,4.4,1421,0.9,351.6
서울광진경찰서,2021-02-13,244,7.1,0.2,651,15.5,1508,0,4.2,1544,0.7,239.1
서울구로경찰서,2021-02-13,241,6.8,-0.3,649,15.8,1440,0,6.3,1543,1.2,64.7
서울금천경찰서,2021-02-13,158,8.1,1.9,704,15.2,1506,0,4.5,1543,0.8,351.6
서울노원경찰서,2021-02-13,298,3.9,-4.8,610,15.3,1452,0,4.9,1658,0.7,323.4
서울도봉경찰서,2021-02-13,154,5.4,-2.5,723,17.4,1526,0,4.8,1625,0.7,309.4
서울동작경찰서,2021-02-13,153,7,-0.2,648.5,15.7,1428.5,0,4.4,1608.5,0.7,291.2
서울마포경찰서,2021-02-13,265,7.9,1.9,715,14.9,1327,0,6.2,1536,1.6,278.4
서울서대문경찰서,2021-02-13,145,7.1,0.8,642,14.7,1418,0,5.6,1640,1.1,106
서울서부경찰서,2021-02-13,108,3.5,-3.9,729,14,1518,0,4,1358,0.5,298.1
서울서초경찰서,2021-02-13,149,7,-0.9,658,14.9,1348,0,4.6,1638,1.2,281.3
서울성동경찰서,2021-02-13,127,8.2,2.1,803,15.5,1528,0,4.5,1635,0.8,250.3
서울성북경찰서,2021-02-13,87,6,-0.5,722,13.9,1511,0,5.7,1545,0.8,202.5
서울송파경찰서,2021-02-13,279,8.6,2,733,15.2,1544,0,3.5,1504,0.8,315
서울수서경찰서,2021-02-13,127,6.3,-1.4,714,16.3,1529,0,4.3,1646,0.6,258.8
서울영등포경찰서,2021-02-13,266,7.8,1.5,738,14.2,1404,0,4.4,1633,0.9,279.9
서울용산경찰서,2021-02-13,174,6.7,-0.5,726,14.9,1549,0,4.3,1309,0.7,225
서울은평경찰서,2021-02-13,126,8.2,1.6,751,15.7,1504,0,4.2,1646,0.8,267.2
서울은평경찰서,2021-02-13,126,3.5,-3.9,729,14,1518,0,4,1358,0.5,298.1
서울은평경찰서,2021-02-13,126,6.7,0.3,629.5,15.3,1441.5,0,4.6,1562.5,1.5,185.6
서울종암경찰서,2021-02-13,72,6,-0.5,722,13.9,1511,0,5.7,1545,0.8,202.5
서울중랑경찰서,2021-02-13,320,8.2,1.7,727,15.2,1548,0,3.7,1712,1,306.6
서울중부경찰서,2021-02-13,76,8.5,2.6,645,14.9,1410,0,5.6,1640,1.4,312.3
서울강남경찰서,2021-02-14,213,9.7,4.2,55,15,1252,0,3.9,1551,0.6,343.1
서울강동경찰서,2021-02-14,202,9.3,4.7,421,13.9,1337,0,2.9,1343,0.7,216.6
서울강북경찰서,2021-02-14,153,9.7,6.3,205,14.3,1337,0,4.8,1405,0.9,250.3
서울강서경찰서,2021-02-14,264,7.8,3.1,111,13.4,1339,0,3.6,1631,0.8,303.8
서울광진경찰서,2021-02-14,210,9.6,5.5,636,14.1,1243,0,3.7,1807,0.9,292.5
서울구로경찰서,2021-02-14,203,9,5.2,1,13.5,1121,0,5.9,1337,1.1,120.9
서울금천경찰서,2021-02-14,160,10,7.4,648,14.2,1255,0,3.9,1313,0.9,284.1
서울노원경찰서,2021-02-14,233,7.2,0.4,113,14.2,1259,0,3.2,1153,0.6,70.3
서울도봉경찰서,2021-02-14,138,7.9,2.8,125,14.1,1349,0,4.5,1539,0.6,315
서울동작경찰서,2021-02-14,173,9.6,5.1,342.5,14.7,1248.5,0,4.2,1832,0.8,278.5
서울마포경찰서,2021-02-14,207,9.6,6.8,803,14.5,1120,0,4.8,2349,1.6,281.3
서울서대문경찰서,2021-02-14,142,9.1,6.3,649,13.7,1358,0,4.3,950,0.9,80.6
서울서부경찰서,2021-02-14,96,6.8,0.8,105,14,1156,0,4,1224,0.4,258.8
서울서초경찰서,2021-02-14,115,9.9,5.2,29,14.5,1252,0,3.8,1529,1,334.7
서울성동경찰서,2021-02-14,131,10.3,6.4,457,14.3,1334,0,5.5,2356,1,233.4
서울성북경찰서,2021-02-14,83,8.1,4.9,101,12.6,1324,0,6.1,2354,0.6,261.6
서울송파경찰서,2021-02-14,303,10.5,6.8,427,14.1,1423,0,4.2,1600,0.9,292.5
서울수서경찰서,2021-02-14,187,9.7,4.2,55,15,1252,0,3.9,1551,0.6,343.1
서울영등포경찰서,2021-02-14,317,9.5,5.9,366.5,14.2,1301,0,4.5,1815,0.8,291.1
서울용산경찰서,2021-02-14,149,9.5,4.8,46,13.9,1404,0,4.4,1045,0.9,56.3
서울은평경찰서,2021-02-14,114,10.2,6.3,643,14.5,1302,0,5.2,2356,1,292.5
서울은평경찰서,2021-02-14,114,6.8,0.8,105,14,1156,0,4,1224,0.4,258.8
서울은평경찰서,2021-02-14,114,9.3,5.6,339.5,14.6,1248,0,5.5,1145,1.2,184.2
서울종암경찰서,2021-02-14,84,8.1,4.9,101,12.6,1324,0,6.1,2354,0.6,261.6
서울중랑경찰서,2021-02-14,270,10.2,6.9,355,14.1,1400,0,4.1,1220,1,210.8
서울중부경찰서,2021-02-14,77,9.1,6.2,830,13.8,1253,0,5.6,110,2,58.6
서울강남경찰서,2021-02-15,281,2.1,-4.1,0,9.8,15,0.5,10.8,1506,2.7,250.3
서울강동경찰서,2021-02-15,175,2,-4.4,2351,9.5,7,0.5,8.4,1347,2,244.7
서울강북경찰서,2021-02-15,143,2,-4.8,2357,9.6,1,0,15.6,1445,3.8,255.9
서울강서경찰서,2021-02-15,274,1,-4.6,2322,6.9,41,0.5,9.4,1421,3.3,284.1
서울광진경찰서,2021-02-15,177,2,-4.2,2348,9.7,1,0,10.1,1419,3.1,253.1
서울구로경찰서,2021-02-15,232,1.2,-4.4,2336,7.5,1,0.5,15.4,1443,3.7,230.6
서울금천경찰서,2021-02-15,140,1.1,-4.4,2350,8.1,1,0.5,8.8,2124,2.3,289.7
서울노원경찰서,2021-02-15,269,1.9,-4.3,2344,9,26,0,13.1,1445,2.1,286.9
서울도봉경찰서,2021-02-15,137,1.9,-4.6,2353,7.7,310,0.5,13.2,1115,2.4,295.3
서울동작경찰서,2021-02-15,149,1.5,-4.6,2339.5,8.9,1,0.8,10.8,1467,2.8,265.8
서울마포경찰서,2021-02-15,210,0.9,-5.2,2350,7.4,22,0.5,13.9,1152,4.6,286.9
서울서대문경찰서,2021-02-15,149,0.7,-5.4,2343,7.2,1,0.5,11.6,2131,2.6,91.1
서울서부경찰서,2021-02-15,90,0.4,-5.5,2335,4.8,20,1,7.3,1327,1.8,255.9
서울서초경찰서,2021-02-15,216,1.6,-4.4,2322,9.7,1,0,9.7,1438,2.4,331.9
서울성동경찰서,2021-02-15,115,2.2,-3.5,2345,9.9,1,0.5,14.8,1322,3.9,216.6
서울성북경찰서,2021-02-15,77,0.4,-6,2350,7.6,1,0.5,12.8,1519,2.6,317.8
서울송파경찰서,2021-02-15,336,2.1,-4.2,2357,10.2,7,0.5,9,1401,2.5,312.2
서울수서경찰서,2021-02-15,191,2.1,-4.1,0,9.8,15,0.5,10.8,1506,2.7,250.3
서울영등포경찰서,2021-02-15,284,1.6,-4.1,2255.5,8.6,55,0.5,8.4,1421.5,2.4,229.2
서울용산경찰서,2021-02-15,150,1.5,-4.6,2319,8.9,1,1,13.1,1346,3,213.8
서울은평경찰서,2021-02-15,109,2.1,-4.2,2351,9.8,1,1,11.7,1042,3.3,270
서울은평경찰서,2021-02-15,109,0.4,-5.5,2335,4.8,20,1,7.3,1327,1.8,255.9
서울은평경찰서,2021-02-15,109,1,-5.1,2346,8.3,22.5,0.3,9.2,1283.5,2.2,209.5
서울종암경찰서,2021-02-15,93,0.4,-6,2350,7.6,1,0.5,12.8,1519,2.6,317.8
서울중랑경찰서,2021-02-15,334,2.1,-4.2,2357,10.1,1,0.5,10.2,1330,3.3,255.8
서울중부경찰서,2021-02-15,87,-0.5,-6.9,2358,7,1,1,12.5,1533,3.7,266.6
서울강남경찰서,2021-02-16,252,-4.1,-6,2358,-1.2,1727,0.5,10.1,1813,2.2,300.9
서울강동경찰서,2021-02-16,201,-4.1,-6.3,2355,-0.7,1606,0,7.6,2353,1.5,270
서울강북경찰서,2021-02-16,128,-4.5,-6.6,2355,-1,1653,0,16.8,2342,3.4,312.2
서울강서경찰서,2021-02-16,263,-4.8,-6.5,2356,-1,1650,0.5,10.2,2333,2.5,300.9
서울광진경찰서,2021-02-16,158,-4.3,-6.2,2358,-1.1,1645,0,8.9,2358,2.3,317.8
서울구로경찰서,2021-02-16,158,-4.5,-6.2,557,-0.8,1654,1,11.8,2305,2.4,286.9
서울금천경찰서,2021-02-16,185,-4.5,-6.2,2352,-1.1,1649,1,8.8,2318,2,295.3
서울노원경찰서,2021-02-16,226,-4.7,-9.1,553,-1,1555,0,10.9,2328,1.7,289.7
서울도봉경찰서,2021-02-16,119,-4.8,-7.8,623,0.6,1646,0,10.7,1652,1.9,326.3
서울동작경찰서,2021-02-16,127,-4.7,-7.4,1478.5,-0.9,1681,0.8,9.1,1819,1.9,289.8
서울마포경찰서,2021-02-16,210,-4.9,-7,2344,-1.6,1536,0.5,14.9,2329,4.1,306.6
서울서대문경찰서,2021-02-16,143,-5.5,-7.8,608,-1.9,1629,0.5,14.9,2231,2.6,93.3
서울서부경찰서,2021-02-16,99,-6,-9.7,611,-0.9,1640,0,10.9,2211,1.3,298.1
서울서초경찰서,2021-02-16,220,-4.7,-6.4,546,-1.7,1710,1,9.8,1944,2.6,337.5
서울성동경찰서,2021-02-16,130,-3.7,-5.5,2359,-0.6,1708,0.5,12.5,2335,2.6,286.9
서울성북경찰서,2021-02-16,80,-6.2,-8.3,610,-3,1701,0,18.2,2347,2.2,320.6
서울송파경찰서,2021-02-16,295,-4.1,-6.3,2357,-1.2,1640,0,9.4,2308,2.8,340.3
서울수서경찰서,2021-02-16,194,-4.1,-6,2358,-1.2,1727,0.5,10.1,1813,2.2,300.9
서울영등포경찰서,2021-02-16,244,-4.4,-6.1,2355.5,-1.3,1658.5,0.5,8.9,2045,2.5,315
서울용산경찰서,2021-02-16,117,-4.8,-6.5,2350,-1.4,1654,0.5,10.9,2004,2,25.3
서울은평경찰서,2021-02-16,90,-4.2,-6.2,2354,-0.7,1712,0,11.6,2258,2.5,16.9
서울은평경찰서,2021-02-16,90,-6,-9.7,611,-0.9,1640,0,10.9,2211,1.3,298.1
서울은평경찰서,2021-02-16,90,-5.2,-8.1,504.5,-1.7,1583,1.5,9.5,1971.5,1.9,168.8
서울종암경찰서,2021-02-16,61,-6.2,-8.3,610,-3,1701,0,18.2,2347,2.2,320.6
서울중랑경찰서,2021-02-16,231,-4.2,-6,2351,-0.8,1714,0,9.7,2316,2.6,306.6
서울중부경찰서,2021-02-16,89,-6.7,-9,2358,-2.5,1650,1,16.2,2345,3.6,293.8
서울강남경찰서,2021-02-17,284,-7.4,-9.3,730,-3.7,1443,0,11.1,1355,3.4,326.3
서울강동경찰서,2021-02-17,181,-7.2,-9.8,707,-2.6,1422,0,8.9,1238,2,227.8
서울강북경찰서,2021-02-17,156,-7.8,-10,714,-4.5,1513,0,16,1613,5.2,306.6
서울강서경찰서,2021-02-17,225,-7.7,-9.7,714,-4.9,1401,0,10.2,1405,4.5,292.5
서울광진경찰서,2021-02-17,187,-7.4,-9.5,808,-4,1427,0,9.7,1308,3.5,312.2
서울구로경찰서,2021-02-17,195,-7.4,-9.6,649,-4,1529,0,15.3,1426,4.1,286.9
서울금천경찰서,2021-02-17,143,-7.8,-9.9,737,-4.7,1603,0,9.5,1537,2.9,0
서울노원경찰서,2021-02-17,202,-7.6,-9.6,725,-4.2,1507,0,12.7,1836,3.1,261.6
서울도봉경찰서,2021-02-17,97,-7.8,-10.2,736,-3.7,1506,0,12.2,1433,2.7,2.8
서울동작경찰서,2021-02-17,137,-7.9,-10.1,723.5,-4.5,1566,0,10.8,1528.5,3,167.5
서울마포경찰서,2021-02-17,216,-8.2,-10.4,712,-5,1350,0,16,1402,6.8,278.4
서울서대문경찰서,2021-02-17,143,-8.7,-10.6,714,-5.2,1419,0,14.8,1630,4.2,120.4
서울서부경찰서,2021-02-17,94,-8.6,-10.6,709,-5.1,1448,0,9.8,1235,2.8,312.2
서울서초경찰서,2021-02-17,276,-7.7,-9.7,723,-5.1,1454,0,11.2,1437,4.1,315
서울성동경찰서,2021-02-17,138,-7,-8.6,708,-3.8,1454,0,14,1459,4,261.6
서울성북경찰서,2021-02-17,95,-9,-11.4,714,-5.4,1342,0,14.7,1436,3.8,191.3
서울송파경찰서,2021-02-17,326,-7.8,-9.7,819,-4.6,1537,0,10.3,405,4.7,0
서울수서경찰서,2021-02-17,188,-7.4,-9.3,730,-3.7,1443,0,11.1,1355,3.4,326.3
서울영등포경찰서,2021-02-17,260,-7.6,-9.5,719,-4.7,1621.5,0,11,1455.5,4.3,265.8
서울용산경찰서,2021-02-17,121,-8.2,-10.1,851,-5.1,1545,0,11.2,2036,3,2.8
서울은평경찰서,2021-02-17,119,-7.5,-9.5,705,-4,1425,0,14.2,1531,4.1,354.4
서울은평경찰서,2021-02-17,119,-8.6,-10.6,709,-5.1,1448,0,9.8,1235,2.8,312.2
서울은평경찰서,2021-02-17,119,-8.4,-10.9,736,-4.6,1493.5,0,11.7,1445,3.2,181.4
서울종암경찰서,2021-02-17,79,-9,-11.4,714,-5.4,1342,0,14.7,1436,3.8,191.3
서울중랑경찰서,2021-02-17,307,-7.4,-9.5,732,-3.9,1450,0,11.1,1209,4.2,261.6
서울중부경찰서,2021-02-17,68,-10.3,-12.2,709,-7.2,1507,0,16.3,5,6.2,309
서울강남경찰서,2021-02-18,302,-4.7,-9.4,526,0,1546,0,8.1,102,2.3,351.6
서울강동경찰서,2021-02-18,199,-4.8,-9.9,655,-0.3,1622,0,6.3,1450,1.2,236.3
서울강북경찰서,2021-02-18,125,-5,-10.5,640,0,1653,0,9.2,942,2.5,343.1
서울강서경찰서,2021-02-18,338,-5,-9.5,533,-0.5,1626,0,7.8,105,3.2,340.3
서울광진경찰서,2021-02-18,188,-4.9,-9.6,606,0,1525,0,8.8,224,2.5,351.6
서울구로경찰서,2021-02-18,175,-4.7,-9.6,458,0.4,1612,0,9.6,1022,2.5,64.7
서울금천경찰서,2021-02-18,165,-5.1,-9.6,506,0.2,1541,0,7.6,1109,2.2,2.8
서울노원경찰서,2021-02-18,183,-5.1,-9.7,630,0.1,1500,0,8.7,138,1.8,264.4
서울도봉경찰서,2021-02-18,114,-5.2,-11.1,731,2.3,1542,0,8,1016,1.6,348.8
서울동작경찰서,2021-02-18,173,-5,-9.9,579,0.5,1628,0,8.8,660,1.9,185.7
서울마포경찰서,2021-02-18,217,-5.5,-10.5,459,-0.3,1511,0,12.1,145,4.4,306.6
서울서대문경찰서,2021-02-18,167,-6,-10.6,415,-0.6,1629,0,9.9,1022,2.6,93.4
서울서부경찰서,2021-02-18,115,-6.8,-13,705,-0.4,1624,0,6.6,1105,1.3,286.9
서울서초경찰서,2021-02-18,219,-5,-9.6,448,-0.7,1511,0,8.9,150,3,315
서울성동경찰서,2021-02-18,107,-4.2,-8.7,527,0.2,1602,0,9.8,529,2.7,340.3
서울성북경찰서,2021-02-18,104,-6.6,-11.6,557,-1.6,1541,0,10.2,147,2,326.3
서울송파경찰서,2021-02-18,310,-5,-9.7,558,0,1620,0,8.1,623,3,323.4
서울수서경찰서,2021-02-18,215,-4.7,-9.4,526,0,1546,0,8.1,102,2.3,351.6
서울영등포경찰서,2021-02-18,306,-4.8,-9.3,471,-0.5,1628.5,0,8.2,541,3.1,286.9
서울용산경찰서,2021-02-18,219,-5.4,-10.1,519,-0.3,1637,0,10,324,2.1,5.6
서울은평경찰서,2021-02-18,126,-4.7,-9.6,639,0.4,1554,0,8.9,1342,2.5,292.5
서울은평경찰서,2021-02-18,126,-6.8,-13,705,-0.4,1624,0,6.6,1105,1.3,286.9
서울은평경찰서,2021-02-18,126,-6.2,-10.7,605,-0.2,1533.5,0,8.3,778.5,2.1,33.8
서울종암경찰서,2021-02-18,91,-6.6,-11.6,557,-1.6,1541,0,10.2,147,2,326.3
서울중랑경찰서,2021-02-18,230,-4.7,-9.5,509,-0.1,1609,0,8.4,203,2.6,334.7
서울중부경찰서,2021-02-18,98,-7.3,-12.2,450,-1.6,1507,0,12,937,3.6,306.9
서울강남경찰서,2021-02-19,360,2.5,-6.5,452,9.8,1538,0,7.9,2216,1.7,253.1
서울강동경찰서,2021-02-19,244,2,-7.1,557,8.9,1507,0,8.6,1459,1.7,261.6
서울강북경찰서,2021-02-19,172,1.9,-6.6,646,8.8,1608,0,9.4,1521,1.9,241.9
서울강서경찰서,2021-02-19,338,1.9,-7.3,552,8.7,1506,0,6.9,1416,2.2,202.5
서울광진경찰서,2021-02-19,230,2.1,-6.1,734,9.4,1548,0,8.1,1718,1.6,241.9
서울구로경찰서,2021-02-19,240,2,-7.1,553,9.1,1458,0,13.2,1638,2.8,109.7
서울금천경찰서,2021-02-19,181,2.5,-5.6,544,9.2,1559,0,8.7,1458,2,292.5
서울노원경찰서,2021-02-19,308,0.5,-10.4,451,9.2,1603,0,8,1524,1.2,244.7
서울도봉경찰서,2021-02-19,110,1.3,-8.6,632,9.5,1649,0,9.9,1723,2,239.1
서울동작경찰서,2021-02-19,179,2.3,-7.6,599,10.3,1607,0,10.4,1489.5,1.6,208.2
서울마포경찰서,2021-02-19,284,2.1,-5.9,146,9.7,1440,0,10.8,1535,2.8,202.5
서울서대문경찰서,2021-02-19,192,1.2,-7.5,258,8.8,1602,0,10,1553,1.9,178.9
서울서부경찰서,2021-02-19,113,0.5,-11.1,439,8.6,1543,0,6.7,1624,1.2,264.4
서울서초경찰서,2021-02-19,215,1.8,-7.6,506,10.1,1529,0,6.2,1357,1.5,163.1
서울성동경찰서,2021-02-19,206,2.8,-4.2,631,9.3,1626,0,10.9,1538,2.3,208.1
서울성북경찰서,2021-02-19,122,0.2,-8.6,713,6.8,1641,0,11.4,1346,2,208.1
서울송파경찰서,2021-02-19,393,2.6,-5.4,639,9.4,1542,0,7.7,2116,1.9,312.2
서울수서경찰서,2021-02-19,216,2.5,-6.5,452,9.8,1538,0,7.9,2216,1.7,253.1
서울영등포경찰서,2021-02-19,349,2.7,-4.7,242.5,9.3,1556,0,7.8,1573,1.9,220.8
서울용산경찰서,2021-02-19,194,2,-5.8,542,9.4,1615,0,11.9,1519,2.8,236.3
서울은평경찰서,2021-02-19,117,2.4,-5.8,636,9.4,1532,0,10.1,1550,2,272.8
서울은평경찰서,2021-02-19,117,0.5,-11.1,439,8.6,1543,0,6.7,1624,1.2,264.4
서울은평경찰서,2021-02-19,117,1.4,-8.8,551,8.8,1581.5,0,8.7,2185,2.7,219.4
서울종암경찰서,2021-02-19,103,0.2,-8.6,713,6.8,1641,0,11.4,1346,2,208.1
서울중랑경찰서,2021-02-19,320,2.4,-5.7,727,9.2,1614,0,9.1,1553,1.9,174.3
서울중부경찰서,2021-02-19,102,0.4,-7.3,404,8,1515,0,7.2,1520,1.9,273.8
서울강남경찰서,2021-02-20,339,8.6,3.6,2323,16.1,1502,0,5.9,1323,1.1,270
서울강동경찰서,2021-02-20,262,8.7,5.3,0,14.6,1619,0,6.3,103,1.4,239.1
서울강북경찰서,2021-02-20,199,9.3,5.1,758,14.7,1523,0,7.8,1456,1.8,270
서울강서경찰서,2021-02-20,410,7.7,2.5,2359,14,1447,0,4.8,1534,1.2,241.9
서울광진경찰서,2021-02-20,243,8.7,5.3,241,14.9,1548,0,6.6,155,1.4,196.9
서울구로경찰서,2021-02-20,234,8.3,3.9,402,14.9,1449,0,7.3,1643,1.7,118.1
서울금천경찰서,2021-02-20,153,9.1,5.8,17,14.4,1406,0,6.7,30,1.6,174.4
서울노원경찰서,2021-02-20,253,6.5,-1.2,2323,14.6,1552,0,5.2,1526,1,225
서울도봉경찰서,2021-02-20,157,7.9,2.1,0,16.5,1700,0,8,48,1.6,177.2
서울동작경찰서,2021-02-20,206,8.7,3.6,1179,16,1518,0,6.6,48.5,1.2,202.6
서울마포경찰서,2021-02-20,326,9.1,4.9,147,14.7,1446,0,6.7,1318,1.8,284.1
서울서대문경찰서,2021-02-20,230,8.7,4.6,200,14.4,1519,0,6.8,1238,1.2,306.7
서울서부경찰서,2021-02-20,149,6.5,-0.3,2340,14.2,1546,0,5.4,20,1,233.4
