경찰서 명,년월일,신고수 ,평균기온,최저기온,최저기온시각,최고기온,최고기온시각 ,일강수량,최대순간풍속,최대순간풍속시각,평균풍속,최대순산풍속방향
서울서초경찰서,2021-02-20,213,9,4.9,58,15.3,1627,0,5.2,1237,1.4,331.9
서울성동경찰서,2021-02-20,140,9.7,6.6,1,14.7,1532,0,7.3,1358,1.6,202.5
서울성북경찰서,2021-02-20,120,7.8,4.8,1,12.8,1506,0,7.6,1512,1.8,216.6
서울송파경찰서,2021-02-20,415,9.7,5.9,209,15.9,1613,0,4.7,1303,1.3,331.9
서울수서경찰서,2021-02-20,264,8.6,3.6,2323,16.1,1502,0,5.9,1323,1.1,270
서울영등포경찰서,2021-02-20,351,9,4.8,1321,15.2,1529.5,0,4.5,1543,1.2,234.9
서울용산경찰서,2021-02-20,191,8.5,4.7,2355,15.2,1542,0,6.9,16,1.4,208.1
서울은평경찰서,2021-02-20,133,9.5,6.4,5,15,1543,0,6.3,1334,1.6,253.1
서울은평경찰서,2021-02-20,133,6.5,-0.3,2340,14.2,1546,0,5.4,20,1,233.4
서울은평경찰서,2021-02-20,133,8.6,4.5,722,14.8,1471,0,8.5,177,2.1,191.3
서울종암경찰서,2021-02-20,118,7.8,4.8,1,12.8,1506,0,7.6,1512,1.8,216.6
서울중랑경찰서,2021-02-20,392,9.3,6.4,1,14.6,1612,0,6.2,1454,1.7,244.6
서울중부경찰서,2021-02-20,108,8,3.8,5,14.1,1545,0,12.3,1958,1.6,252.4
서울강남경찰서,2021-02-21,246,11.5,2.5,718,19,1445,0,7.9,1340,1.5,208.1
서울강동경찰서,2021-02-21,280,10.6,2.5,349,18.3,1522,0,9.7,1919,1.9,236.3
서울강북경찰서,2021-02-21,220,11.2,4.6,724,17.7,1344,0,11.9,1526,2,185.6
서울강서경찰서,2021-02-21,297,10.7,2.6,7,17,1406,0,7.9,1439,1.9,258.8
서울광진경찰서,2021-02-21,207,11,2.8,728,18.6,1502,0,7.7,1803,1.5,244.7
서울구로경찰서,2021-02-21,250,11.3,4.1,125,16.9,1433,0,12.7,1620,3,118.1
서울금천경찰서,2021-02-21,159,12.1,7.5,219,17.2,1421,0,8.3,1650,2.5,199.7
서울노원경찰서,2021-02-21,240,8.3,-2.1,500,17.7,1412,0,7.9,1812,1.2,230.6
서울도봉경찰서,2021-02-21,114,10.2,1.6,657,18,1426,0,11.3,1524,2.2,199.7
서울동작경찰서,2021-02-21,175,11.1,3.7,704.5,19,1338,0,8.4,1388.5,1.7,225.1
서울마포경찰서,2021-02-21,279,11.7,6.5,358,18.5,1358,0,10.2,1750,3.1,202.5
서울서대문경찰서,2021-02-21,151,11.3,6.3,411,17.6,1347,0,10.5,1746,2.4,179.2
서울서부경찰서,2021-02-21,128,12,-0.1,1,17,1431,0,7.8,1255,1.8,205.3
서울서초경찰서,2021-02-21,189,11.3,3.6,528,19.2,1506,0,6.7,1255,1.8,157.5
서울성동경찰서,2021-02-21,140,11.6,5.8,503,17.8,1357,0,10.6,1650,2.2,255.9
서울성북경찰서,2021-02-21,119,9.7,3.3,654,16,1335,0,12.1,1405,2.3,222.2
서울송파경찰서,2021-02-21,326,12,5.8,732,18.8,1548,0,7.6,1717,1.7,227.8
서울수서경찰서,2021-02-21,220,11.5,2.5,718,19,1445,0,7.9,1340,1.5,208.1
서울영등포경찰서,2021-02-21,385,11.6,5.9,434,17.8,1430.5,0,7.4,1516.5,1.7,206.8
서울용산경찰서,2021-02-21,201,10.8,3.8,208,17.9,1446,0,11.6,1625,2.9,222.2
서울은평경찰서,2021-02-21,140,11.4,4.9,743,18.2,1406,0,10.2,1530,2.4,230.6
서울은평경찰서,2021-02-21,140,12,-0.1,1,17,1431,0,7.8,1255,1.8,205.3
서울은평경찰서,2021-02-21,140,11.7,5.7,166,17.8,1413.5,0,9.5,1273.5,3.2,219.4
서울종암경찰서,2021-02-21,83,9.7,3.3,654,16,1335,0,12.1,1405,2.3,222.2
서울중랑경찰서,2021-02-21,354,11.3,4.9,617,18,1430,0,8.2,1218,1.7,194.1
서울중부경찰서,2021-02-21,93,10.5,5.4,356,17.6,1315,0,6.9,1513,1.5,264.7
서울강남경찰서,2021-02-22,290,8.3,1.6,2356,14.1,1401,0,9.5,2018,1.9,345.9
서울강동경찰서,2021-02-22,224,8,1.7,2346,14,1428,0,7,1255,1.3,250.3
서울강북경찰서,2021-02-22,168,8.3,1.2,0,13.6,1224,0,14.6,1800,2.6,275.6
서울강서경찰서,2021-02-22,307,6.9,0.6,2359,12.2,1601,0,8.7,1747,2.6,340.3
서울광진경찰서,2021-02-22,190,8.4,1.7,2341,13.6,1420,0,9.7,2015,2,317.8
서울구로경찰서,2021-02-22,210,7.5,0.9,2355,13.4,1246,0,11.7,2011,2.8,298.1
서울금천경찰서,2021-02-22,165,8.2,1.3,2359,12.8,1651,0,8.4,1501,2.2,278.4
서울노원경찰서,2021-02-22,258,6.5,0.5,717,14.2,1222,0,9,1817,1.4,272.8
서울도봉경찰서,2021-02-22,129,7.6,0.8,2354,14.6,1431,0,10,1806,2.1,270
서울동작경찰서,2021-02-22,169,8,1.3,2353.5,13.6,1374.5,0,9.1,2134.5,1.8,301.1
서울마포경찰서,2021-02-22,262,7.8,0.2,2345,13.5,1249,0,13.3,1931,4,292.5
서울서대문경찰서,2021-02-22,187,7.7,0.1,2352,12.8,1237,0,11.4,1632,2.4,105
서울서부경찰서,2021-02-22,106,6.4,-2.7,2343,12.2,1215,0,7.2,1617,1.6,286.9
서울서초경찰서,2021-02-22,217,8.2,1.3,2341,12.6,1244,0,9.8,1806,2.7,315
서울성동경찰서,2021-02-22,137,8.9,1.9,2352,13.4,1453,0,11.2,2018,2.4,289.7
서울성북경찰서,2021-02-22,94,7.1,-0.5,0,13,1310,0,15.4,1944,2.4,323.4
서울송파경찰서,2021-02-22,398,8.7,1.7,2341,13.1,1544,0,9.7,2005,2.3,306.6
서울수서경찰서,2021-02-22,223,8.3,1.6,2356,14.1,1401,0,9.5,2018,1.9,345.9
서울영등포경찰서,2021-02-22,318,8.1,1.3,2353,12.5,1480.5,0,8.8,1623.5,2.3,243.3
서울용산경찰서,2021-02-22,176,7.3,1.1,2348,12.5,1254,0,9.9,1601,1.7,239.1
서울은평경찰서,2021-02-22,113,8.7,1.5,2339,14.2,1441,0,10.4,1707,2.1,289.7
서울은평경찰서,2021-02-22,113,6.4,-2.7,2343,12.2,1215,0,7.2,1617,1.6,286.9
서울은평경찰서,2021-02-22,113,7.8,0.5,1176.5,13.3,1246,0,9.6,1404,2.2,180
서울종암경찰서,2021-02-22,102,7.1,-0.5,0,13,1310,0,15.4,1944,2.4,323.4
서울중랑경찰서,2021-02-22,299,8.8,2,2357,13.8,1528,0,8.6,1732,2.1,278.3
서울중부경찰서,2021-02-22,90,6.7,-1.4,2354,12.1,1430,0,13.5,1638,3,285.3
서울강남경찰서,2021-02-23,328,1.4,-1.4,646,5.7,1538,0,7.4,1509,2.1,329.1
서울강동경찰서,2021-02-23,230,1.4,-1.6,702,6,1516,0,6.9,1311,1.5,236.3
서울강북경찰서,2021-02-23,183,1,-1.9,649,4.7,1442,0,8.4,1406,2.7,284.1
서울강서경찰서,2021-02-23,301,0.2,-2.3,704,4,1552,0,6.6,847,2.8,340.3
서울광진경찰서,2021-02-23,230,1.3,-1.6,744,5.9,1537,0,7.1,1333,2.2,281.3
서울구로경찰서,2021-02-23,189,0.6,-2.5,718,5.3,1607,0,8.8,915,2.8,64.7
서울금천경찰서,2021-02-23,122,0.6,-2,725,4.4,1454,0,8,13,2.2,323.4
서울노원경찰서,2021-02-23,238,0,-4.9,639,5.2,1347,0,7,1417,1.5,331.9
서울도봉경찰서,2021-02-23,112,0.6,-3.1,531,6.3,1612,0,7.1,1226,1.7,239.1
서울동작경찰서,2021-02-23,133,0.9,-2.8,707,5.4,1530,0,6.9,31.5,1.8,303.9
서울마포경찰서,2021-02-23,284,0.1,-3.2,639,4.8,1431,0,9.5,57,4,326.3
서울서대문경찰서,2021-02-23,170,-0.3,-3.6,611,4.4,1523,0,9.7,4,2.4,89.5
서울서부경찰서,2021-02-23,109,-1.6,-6.4,731,4.5,1622,0,5.4,1340,1,292.5
서울서초경찰서,2021-02-23,237,1,-1.7,729,4.3,1501,0,6.4,1311,2.6,298.1
서울성동경찰서,2021-02-23,156,1.5,-1.1,822,5.6,1550,0,8.1,2256,2.8,28.1
서울성북경찰서,2021-02-23,119,-0.4,-3.7,723,3.7,1342,0,9.2,1245,1.8,194.1
서울송파경찰서,2021-02-23,342,1.3,-1.5,805,5.6,1451,0,6.7,1614,2.3,312.2
서울수서경찰서,2021-02-23,236,1.4,-1.4,646,5.7,1538,0,7.4,1509,2.1,329.1
서울영등포경찰서,2021-02-23,278,0.7,-1.9,718,4.5,1536,0,6.5,1141,2.5,285.5
서울용산경찰서,2021-02-23,162,0.5,-2.3,738,4.5,1553,0,8.1,52,2,25.3
서울은평경찰서,2021-02-23,125,1.4,-1.7,733,5.4,1427,0,8.6,1331,2.2,272.8
서울은평경찰서,2021-02-23,125,-1.6,-6.4,731,4.5,1622,0,5.4,1340,1,292.5
서울은평경찰서,2021-02-23,125,0.2,-3.3,690.5,4.8,1427,0,7.9,627,1.7,182.9
서울종암경찰서,2021-02-23,95,-0.4,-3.7,723,3.7,1342,0,9.2,1245,1.8,194.1
서울중랑경찰서,2021-02-23,225,1.5,-1.5,751,5.2,1357,0,6.7,1304,2.5,255.8
서울중부경찰서,2021-02-23,78,-1.2,-4.5,724,3.4,1609,0,8.9,517,3.1,308
서울강남경찰서,2021-02-24,372,3.5,-1.7,653,10,1417,0,3.8,1354,1,312.2
서울강동경찰서,2021-02-24,207,2.9,-2.6,635,9.7,1503,0,4.6,1013,1.2,132.2
서울강북경찰서,2021-02-24,183,3.2,-2.2,703,9.2,1603,0,7.3,159,1.6,64.7
서울강서경찰서,2021-02-24,260,2,-2.9,715,8.5,1629,0,4.9,100,1.4,334.7
서울광진경찰서,2021-02-24,171,3.4,-2.3,724,9.8,1451,0,3.9,2002,1.2,275.6
서울구로경찰서,2021-02-24,179,2.8,-2.4,720,9.6,1610,0,6.3,1335,1.6,64.7
서울금천경찰서,2021-02-24,147,3.5,-1.1,348,9.3,1612,0,4.2,255,1.2,315
서울노원경찰서,2021-02-24,232,0.7,-5.3,716,9.6,1449,0,4.1,1035,0.8,70.3
서울도봉경찰서,2021-02-24,123,2.1,-4.4,713,12.1,1516,0,4.7,1840,1,315
서울동작경찰서,2021-02-24,170,2.9,-2.7,506.5,10.5,1535,0,4.2,483.5,0.9,156.2
서울마포경찰서,2021-02-24,243,2.8,-2.3,333,8.9,1528,0,5.8,143,1.9,326.3
서울서대문경찰서,2021-02-24,165,2,-3.7,654,9,1618,0,5,1406,1.1,95.1
서울서부경찰서,2021-02-24,117,0,-6.2,713,9,1626,0,3.6,1246,0.5,286.9
서울서초경찰서,2021-02-24,304,3.5,-1.5,718,9.7,1547,0,3.9,242,1.3,315
서울성동경찰서,2021-02-24,162,4.1,-0.7,628,9.6,1556,0,6.5,114,1.7,19.7
서울성북경찰서,2021-02-24,125,1.5,-3.9,719,7.9,1509,0,6,1358,1.1,202.5
서울송파경찰서,2021-02-24,368,4,-1.5,631,10.1,1545,0,3.7,1350,1.2,303.8
서울수서경찰서,2021-02-24,251,3.5,-1.7,653,10,1417,0,3.8,1354,1,312.2
서울영등포경찰서,2021-02-24,306,3.2,-1.4,274,8.8,1586.5,0,5.9,717,1.3,205.4
서울용산경찰서,2021-02-24,181,3.1,-1.9,706,9.7,1624,0,5.8,1442,1.4,205.3
서울은평경찰서,2021-02-24,121,3.5,-1.7,600,9.6,1513,0,7.3,58,1.3,2.8
서울은평경찰서,2021-02-24,121,0,-6.2,713,9,1626,0,3.6,1246,0.5,286.9
서울은평경찰서,2021-02-24,121,2.1,-3.4,706.5,9.3,1565,0,4.6,1349.5,1.3,192.7
서울종암경찰서,2021-02-24,86,1.5,-3.9,719,7.9,1509,0,6,1358,1.1,202.5
서울중랑경찰서,2021-02-24,227,3.5,-2.1,742,9.5,1549,0,4.9,4,1.5,0
서울중부경찰서,2021-02-24,113,1.7,-3.7,706,8.5,1507,0,5.5,1901,1.7,298
서울강남경찰서,2021-02-25,322,4.4,0,311,8.8,1503,0,3.2,1413,0.6,101.3
서울강동경찰서,2021-02-25,210,3.9,-0.4,347,8,1546,0,3.6,1518,0.9,28.1
서울강북경찰서,2021-02-25,178,4.4,0.6,640,8.5,1631,0,5.1,919,1,50.6
서울강서경찰서,2021-02-25,297,3,-1.1,234,8,1617,0,4.2,1503,0.9,343.1
서울광진경찰서,2021-02-25,166,4.4,0.7,458,8.3,1630,0,3.5,1524,0.8,25.3
서울구로경찰서,2021-02-25,266,3.8,-0.3,323,8.4,1516,0,5.2,1529,1.4,61.9
서울금천경찰서,2021-02-25,166,5.5,2,317,8.7,1547,0,4,1603,0.9,348.8
서울노원경찰서,2021-02-25,239,1.3,-3.8,403,8.2,1638,0,4,1338,0.7,64.7
서울도봉경찰서,2021-02-25,128,2.2,-2.3,356,8.2,1528,0,3.9,935,0.4,5.6
서울동작경찰서,2021-02-25,171,4.2,-0.2,237.5,9,1576.5,0,3.6,1190,0.8,52.1
서울마포경찰서,2021-02-25,283,4.6,1.2,558,8.4,1533,0,4.1,1604,1.2,315
서울서대문경찰서,2021-02-25,157,3.9,0.1,134,8.1,1338,0,4.3,1558,0.7,90.1
서울서부경찰서,2021-02-25,126,1.1,-4.1,318,8,1628,0,2.7,1203,0.3,303.8
서울서초경찰서,2021-02-25,277,4.7,-0.6,332,8.8,1508,0,3.7,1537,1.1,351.6
서울성동경찰서,2021-02-25,147,5.5,2.4,621,9,1532,0,4.4,1557,1.1,334.7
서울성북경찰서,2021-02-25,92,2.6,-0.6,420,6.7,1646,0,3.1,1035,0.7,75.9
서울송파경찰서,2021-02-25,366,5.5,1.5,643,8.9,1636,0,3.3,1613,1,354.4
서울수서경찰서,2021-02-25,235,4.4,0,311,8.8,1503,0,3.2,1413,0.6,101.3
서울영등포경찰서,2021-02-25,335,4.9,1.4,635.5,8.5,1639.5,0,3.5,1369,0.9,161.8
서울용산경찰서,2021-02-25,177,4.3,0.2,353,8.3,1630,0,4,1345,1.1,53.4
서울은평경찰서,2021-02-25,124,4.9,1.4,536,8.4,1505,0,3.8,1510,0.9,59.1
서울은평경찰서,2021-02-25,124,1.1,-4.1,318,8,1628,0,2.7,1203,0.3,303.8
서울은평경찰서,2021-02-25,124,3.7,-0.4,193,8.6,1446.5,0,4,883,1.3,171.6
서울종암경찰서,2021-02-25,91,2.6,-0.6,420,6.7,1646,0,3.1,1035,0.7,75.9
서울중랑경찰서,2021-02-25,297,4.9,1.4,409,8.4,1636,0,3.1,1354,1.1,182.8
서울중부경찰서,2021-02-25,120,4,0.6,429,6.7,1355,0,5.2,2113,2,59.5
서울강남경찰서,2021-02-26,374,8.5,-0.3,513,15.9,1432,0,6.6,1257,1.1,73.1
서울강동경찰서,2021-02-26,251,8,0.3,510,14.9,1507,0,7.8,1342,1.9,146.3
서울강북경찰서,2021-02-26,226,8.2,0.6,757,15.3,1522,0,6.6,1425,1.5,59.1
서울강서경찰서,2021-02-26,326,6.7,-2.1,724,15.4,1625,0,4.5,1756,1.1,320.6
서울광진경찰서,2021-02-26,268,8,0,614,15.4,1504,0,6.9,1527,1.7,106.9
서울구로경찰서,2021-02-26,230,8.3,-0.4,734,16.1,1642,0,7.9,1351,2.6,120.9
서울금천경찰서,2021-02-26,211,9.3,3.6,709,15.2,1609,0,6.8,1327,2.1,87.2
서울노원경찰서,2021-02-26,296,5,-5.2,710,14.9,1515,0,7.4,1458,1.2,56.3
서울도봉경찰서,2021-02-26,163,6.4,-2.9,714,18.1,1553,0,6.7,1314,1,306.6
서울동작경찰서,2021-02-26,199,8.2,-0.4,641,16.3,1634,0,7.5,1328,1.6,76
서울마포경찰서,2021-02-26,306,8.8,1.3,613,15.9,1326,0,8.7,1540,2.1,98.4
서울서대문경찰서,2021-02-26,210,7.9,-0.1,657,15.4,1314,0,7.7,2153,1.3,70.4
서울서부경찰서,2021-02-26,136,5.9,-4.5,708,15.1,1457,0,7.6,1327,1,14.1
서울서초경찰서,2021-02-26,327,8.7,0.8,415,15.6,1618,0,5.5,1417,1.3,56.3
서울성동경찰서,2021-02-26,186,8.9,2.7,721,15.2,1558,0,9.4,1355,2.3,118.1
서울성북경찰서,2021-02-26,86,6.5,-0.8,704,12.7,1345,0,8.6,1323,1.4,104.1
서울송파경찰서,2021-02-26,395,9.2,2.5,649,15.9,1624,0,6.6,1348,1.6,78.8
서울수서경찰서,2021-02-26,245,8.5,-0.3,513,15.9,1432,0,6.6,1257,1.1,73.1
서울영등포경찰서,2021-02-26,347,8.5,1,670,15,1590.5,0,6.5,1886,1.5,53.4
서울용산경찰서,2021-02-26,214,8,0.5,657,15.9,1617,0,8.5,1317,1.8,53.4
서울은평경찰서,2021-02-26,145,8.4,1.4,711,15.2,1452,0,7,1123,1.6,137.8
서울은평경찰서,2021-02-26,145,5.9,-4.5,708,15.1,1457,0,7.6,1327,1,14.1
서울은평경찰서,2021-02-26,145,7.5,0.2,492,14.8,1470,0,7.6,1433,1.8,212.4
서울종암경찰서,2021-02-26,112,6.5,-0.8,704,12.7,1345,0,8.6,1323,1.4,104.1
서울중랑경찰서,2021-02-26,273,8.4,2.1,623,14.8,1521,0,7.7,1152,2.2,39.4
서울중부경찰서,2021-02-26,139,7.1,1.2,757,12.7,1603,0,9,2247,4.1,67.4
서울강남경찰서,2021-02-27,360,9.5,3,517,16.7,1454,0,6.5,1315,1.5,104.1
서울강동경찰서,2021-02-27,335,9.2,4.1,632,15.1,1604,0,8.5,1146,2.1,129.4
서울강북경찰서,2021-02-27,219,9.3,3.1,712,15.2,1617,0,8.3,1006,1.5,45
서울강서경찰서,2021-02-27,377,8.8,1.5,718,15.6,1645,0,7.1,1040,2,95.6
서울광진경찰서,2021-02-27,297,9.2,4.6,632,16.7,1527,0,6.6,1322,2.3,112.5
서울구로경찰서,2021-02-27,281,10.1,5,704,15.5,1517,0,10.5,1337,3.7,106.9
서울금천경찰서,2021-02-27,218,9.9,4.9,734,15.4,1539,0,8.5,1216,2.4,95.6
서울노원경찰서,2021-02-27,410,6.9,-2.4,356,14.9,1602,0,8.4,940,2,92.8
서울도봉경찰서,2021-02-27,212,7.9,-0.8,727,17.9,1617,0,8.1,1035,1.3,132.2
서울동작경찰서,2021-02-27,221,9.6,3,556.5,16.7,1541,0,7.2,1215,1.7,94.2
서울마포경찰서,2021-02-27,381,9.4,4.9,716,15.6,1517,0,12.1,837,4.4,78.8
서울서대문경찰서,2021-02-27,214,8.9,3.7,459,15.5,1558,0,10,929,2.4,89.5
서울서부경찰서,2021-02-27,159,6.6,-0.6,727,15.1,1631,0,9.9,1036,1.4,64.7
서울서초경찰서,2021-02-27,245,9.4,3.8,507,15.7,1602,0,6.2,1257,1.9,154.7
서울성동경찰서,2021-02-27,214,9.9,5.6,705,15.4,1523,0,8.8,4,3.1,87.2
서울성북경찰서,2021-02-27,135,7.8,2.8,554,12.9,1613,0,9.4,1037,2.5,120.9
서울송파경찰서,2021-02-27,424,9.8,4.6,715,15.8,1609,0,6.1,1055,2,109.7
서울수서경찰서,2021-02-27,227,9.5,3,517,16.7,1454,0,6.5,1315,1.5,104.1
서울영등포경찰서,2021-02-27,394,9.7,5.7,638.5,15.2,1661,0,6.8,848,2.6,118.2
서울용산경찰서,2021-02-27,268,9.6,4.6,708,16.7,1558,0,9.2,1243,2.8,33.8
서울은평경찰서,2021-02-27,170,9.6,4.8,540,15.6,1526,0,9.2,1154,2,73.1
서울은평경찰서,2021-02-27,170,6.6,-0.6,727,15.1,1631,0,9.9,1036,1.4,64.7
서울은평경찰서,2021-02-27,170,8.4,2.5,428.5,15.2,1567.5,0,8.2,1212.5,1.7,202.5
서울종암경찰서,2021-02-27,143,7.8,2.8,554,12.9,1613,0,9.4,1037,2.5,120.9
서울중랑경찰서,2021-02-27,264,9.5,5.1,659,15.5,1617,0,8.3,1000,3,87.1
서울중부경찰서,2021-02-27,133,7.4,3,712,13.3,1726,0,9.2,100,3.2,79.1
서울강남경찰서,2021-02-28,228,8.1,1.5,646,11.4,1539,0,4.9,952,0.9,202.5
서울강동경찰서,2021-02-28,263,7.6,2.7,647,10.4,1410,0,5.7,1100,1,78.8
서울강북경찰서,2021-02-28,196,8.1,3.6,513,10.9,1713,0,3.9,2315,0.9,47.8
서울강서경찰서,2021-02-28,329,7.9,3.5,629,10.7,1524,0,5.2,117,1.3,106.9
서울광진경찰서,2021-02-28,263,7.7,2.3,632,10.8,1604,0,4.5,2,0.9,84.4
서울구로경찰서,2021-02-28,267,8.3,3.5,719,11,1548,0,5.6,228,1.5,120.9
서울금천경찰서,2021-02-28,170,8.6,4.4,729,11.2,1608,0,4.4,227,1,56.3
서울노원경찰서,2021-02-28,266,5.1,-3.3,527,10.6,1542,0,5.7,951,0.8,157.5
서울도봉경찰서,2021-02-28,131,6.5,0,704,11.2,1602,0,4.6,1158,0.8,205.3
서울동작경찰서,2021-02-28,157,8.3,2.1,678,11.5,1559.5,0,5.4,692,1.1,81.6
서울마포경찰서,2021-02-28,278,8.3,3.9,650,10.9,1536,0,8,250,2,106.9
서울서대문경찰서,2021-02-28,177,7.4,3.6,628,10.6,1522,0,7.7,522,1.3,71.8
서울서부경찰서,2021-02-28,88,5.5,-2.5,723,10.6,1553,0,3.2,1307,0.6,264.4
서울서초경찰서,2021-02-28,199,8.2,2.7,624,11.3,1725,0,4.9,204,1.3,112.5
서울성동경찰서,2021-02-28,164,8.6,4.5,720,11.1,1837,0,5.4,44,1.1,95.6
서울성북경찰서,2021-02-28,131,6.5,1.7,653,9.1,1643,0,4.7,845,1.4,36.6
서울송파경찰서,2021-02-28,340,8.4,3.9,709,11.4,1545,0,4.4,3,1.2,78.8
서울수서경찰서,2021-02-28,176,8.1,1.5,646,11.4,1539,0,4.9,952,0.9,202.5
서울영등포경찰서,2021-02-28,339,8.4,4.9,681,10.9,1629,0,5.3,112.5,1.4,137.8
서울용산경찰서,2021-02-28,201,7.8,3.5,721,10.7,1606,0,5.7,825,1.4,53.4
서울은평경찰서,2021-02-28,156,8.1,3.8,658,11,1531,0,4.4,1144,1,300.9
서울은평경찰서,2021-02-28,156,5.5,-2.5,723,10.6,1553,0,3.2,1307,0.6,264.4
서울은평경찰서,2021-02-28,156,7.3,1.7,568,10.8,1563.5,0,4.5,598,1.1,201.1
서울종암경찰서,2021-02-28,94,6.5,1.7,653,9.1,1643,0,4.7,845,1.4,36.6
서울중랑경찰서,2021-02-28,239,8.1,3.9,708,10.7,1713,0,4.2,207,1.3,160.3
서울중부경찰서,2021-02-28,95,6.6,2.3,658,9.5,1919,0,7.7,233,2.3,108.4
서울강남경찰서,2021-03-01,234,4.8,0.5,2308,9.5,3,70,9.3,1838,1.3,64.7
서울강동경찰서,2021-03-01,380,4.3,0.3,2249,8.6,9,60.5,9.1,1753,2.2,30.9
서울강북경찰서,2021-03-01,160,4.4,0.5,2238,9.2,113,59.5,10.7,1721,2.9,30.9
서울강서경찰서,2021-03-01,297,4.3,0.3,2259,8.1,15,60.5,6.8,1604,1.8,340.3
서울광진경찰서,2021-03-01,183,4.7,0.5,2243,9.4,100,51.5,9.3,1942,2.4,56.3
서울구로경찰서,2021-03-01,184,5,0.8,2351,8.6,1,67.5,9.7,1135,3.3,98.4
서울금천경찰서,2021-03-01,151,5.2,0.7,2242,10.3,7,65.5,8.6,1935,2.7,47.8
서울노원경찰서,2021-03-01,221,4,0.3,2152,6.9,1416,58.5,7.1,1403,1.2,53.4
서울도봉경찰서,2021-03-01,119,5,1.1,2341,7.7,309,59,9.4,1740,1.9,354.4
서울동작경찰서,2021-03-01,135,5.2,0.8,2244,9.6,119,66,8.2,1930,1.7,19.7
서울마포경찰서,2021-03-01,180,4.7,0.4,2224,9.6,1,61,11.5,1144,2.7,87.2
서울서대문경찰서,2021-03-01,149,4.2,0,2346,8.9,2,66.5,10.9,1201,1.6,67.1
서울서부경찰서,2021-03-01,121,4.3,0.3,2331,8.4,1149,59,8.4,818,1.9,351.6
서울서초경찰서,2021-03-01,189,4.8,0.4,2226,9.6,56,69.5,6.8,1811,1.3,47.8
서울성동경찰서,2021-03-01,151,5.3,1.3,2233,10.2,1,64.5,9.7,1759,2.6,8.4
서울성북경찰서,2021-03-01,71,3.3,-0.7,2305,7.5,1,63,11.1,1515,3.2,45
서울송파경찰서,2021-03-01,356,5.1,0.7,2330,9.9,130,61,7.8,1803,1.9,340.3
서울수서경찰서,2021-03-01,174,4.8,0.5,2308,9.5,3,70,9.3,1838,1.3,64.7
서울영등포경찰서,2021-03-01,343,5.2,1.1,2262.5,9.6,150.5,61,6.7,1742.5,1.9,22.5
서울용산경찰서,2021-03-01,167,4.8,0.5,2235,9.4,105,66.5,10.3,1648,3.3,53.4
서울은평경찰서,2021-03-01,115,4.8,0.7,2243,9.5,1,69,8.8,1751,2.7,59.1
서울은평경찰서,2021-03-01,115,4.3,0.3,2331,8.4,1149,59,8.4,818,1.9,351.6
서울은평경찰서,2021-03-01,115,4.5,0.3,2244,8.6,130,67.3,8.1,1830.5,1.7,66.1
서울종암경찰서,2021-03-01,123,3.3,-0.7,2305,7.5,1,63,11.1,1515,3.2,45
서울중랑경찰서,2021-03-01,202,4.8,0.7,2223,9.3,1,66.5,8.5,1814,2.7,348.7
서울중부경찰서,2021-03-01,72,2.8,-1.2,2236,7.8,1,15.5,13.1,1948,5.5,91.8
서울강남경찰서,2021-03-02,327,3.3,0.6,2358,8,1459,0,5.8,11,1.1,25.3
서울강동경찰서,2021-03-02,247,2.2,0.1,341,6.2,1433,0,6.3,39,1.8,14.1
서울강북경찰서,2021-03-02,171,2.2,0.1,346,6.2,1548,0,6.5,149,2.2,14.1
서울강서경찰서,2021-03-02,328,2.3,-0.2,203,6.2,1519,0,6.1,1533,2,312.2
서울광진경찰서,2021-03-02,189,2.7,0.6,412,6.7,1550,0,7.4,1458,1.5,284.1
서울구로경찰서,2021-03-02,226,2.4,0.1,403,7,1627,0,8,10,2.2,326.3
서울금천경찰서,2021-03-02,169,2.9,0.6,240,6.8,1540,0,5.8,1542,1.7,303.8
서울노원경찰서,2021-03-02,263,1.4,-2.8,2336,6.8,1512,0,5.6,1352,1,354.4
서울도봉경찰서,2021-03-02,129,2.7,-1.2,2352,10.1,1659,0,45,1435,1.3,45
서울동작경찰서,2021-03-02,172,2.8,-0.4,1284,7.7,1441.5,0,5.6,1623,1.1,143.4
서울마포경찰서,2021-03-02,226,2.1,-0.3,542,6.9,1353,0.5,9,1531,2.4,329.1
서울서대문경찰서,2021-03-02,156,1.5,-0.7,709,6.4,1506,0,6.9,1547,1,99.3
서울서부경찰서,2021-03-02,116,0.8,-2.7,2316,6.1,1511,0,,0,,
서울서초경찰서,2021-03-02,212,2.9,0.1,2359,7,1556,0,5.3,1605,1.5,351.6
서울성동경찰서,2021-03-02,182,3.7,1.2,340,7.3,1445,0.5,7.1,312,2.1,11.3
서울성북경찰서,2021-03-02,138,0.7,-1,416,4.1,1508,0.5,5.2,1535,1.2,351.6
서울송파경찰서,2021-03-02,360,3.2,0.8,357,7,1612,0,5.1,22,1.5,0
서울수서경찰서,2021-03-02,210,3.3,0.6,2358,8,1459,0,5.8,11,1.1,25.3
서울영등포경찰서,2021-03-02,299,3,0.5,384,7,1417.5,0.3,4.9,1485,1.6,298.2
서울용산경찰서,2021-03-02,165,2.9,0.5,1,7.2,1542,0,7.1,1602,1.8,33.8
서울은평경찰서,2021-03-02,167,3,0.5,440,7.2,1613,0.5,6.6,1357,1.8,16.9
